-29853	-8589	-12959
-31666	-11711	-11009
-31296	-11991	-11226
-31476	-11544	-11009
-30604	-11837	-11269
-30604	-11837	-11269
-30351	-11687	-10923
-29970	-12166	-11053
-30497	-12150	-11399
-30336	-11133	-10923
-30485	-11200	-10966
-31083	-11580	-11139
-29415	-11050	-11226
-29356	-10872	-11183
-29603	-10880	-11009
-28806	-10789	-11486
-28195	-10191	-11529
-27441	-8217	-12006
-27441	-8217	-12006
-23501	-5439	-12179
-20414	-759	-9449
-21224	2041	-4683
-23752	5040	-1216
-25266	6342	-306
-29374	8486	1253
31521	10425	2466
21679	13887	2163
15588	14453	993
9399	13175	-436
7136	10077	-4466
15107	2671	-11486
30216	-2242	-14866
30216	-2242	-14866
-23418	-5388	-9969
-28370	-11007	-2776
19925	-11004	4113
21653	1280	8923
21232	13179	4633
7407	12008	-1259
13218	1318	-10966
28467	-7734	-13479
-28708	-11580	-9319
-23509	-6109	-3296
28722	-1286	6626
18763	-6244	6930
18763	-6244	6930
15316	-14525	-1259
4032	542	-7326
17015	6659	-10273
14224	14402	-609
23718	14192	1860
-26479	9915	-3643
-20101	740	-9233
-25659	-9455	-9449
-25652	-8525	-11313
-23971	-1854	-11226
-26360	7411	-4899
19160	13986	3333
19160	13986	3333
7791	11742	6670
15126	7876	8533
27533	4074	7190
-20450	-1907	-1909
-22140	-7109	-9579
30189	-13159	-9623
22449	-15138	-4509
28347	-10034	2596
-27621	-1630	2943
-25306	6963	-869
-30506	10299	-2646
17288	13084	4893
17288	13084	4893
4311	11726	6410
1185	9974	2033
10973	10339	-5333
23278	9615	-9189
-29582	131	-12266
-28673	-8347	-11876
31832	-13772	-7413
24674	-13864	343
2702	-3174	9443
-1293	7504	7580
6797	11826	-1519
19049	8060	-10013
19049	8060	-10013
-27467	-228	-12569
-24979	-2954	-12006
-23202	-3346	-11616
-23099	-830	-10923
-22438	1156	-10143
-25393	1508	-10879
-29420	2093	-12179
26524	6553	-11269
27567	12542	-2949
27331	9297	3810
30653	885	5456
-27409	-3628	2120
-27409	-3628	2120
-20053	-1123	-3903
-21500	3616	-6416
-26118	7826	-6416
31858	11739	-4466
27108	13227	-1259
29788	11387	1730
-27555	8621	-479
-21413	5219	-5419
-22534	685	-9839
-28111	-2495	-12959
-30740	-2262	-12916
-31097	-311	-12873
-31097	-311	-12873
-30433	2145	-12396
30555	4444	-11486
19447	-232	-12179
1220	-10295	-5636
12330	-1112	8273
28300	11996	-1909
17734	13701	-1346
9292	13151	5543
-6021	3730	7146
18130	-2800	-12656
-27261	-3473	-12483
-26943	-10793	-8669
25477	-14318	-7586
25477	-14318	-7586
3253	-10987	-2299
-1656	-1566	-3903
10834	10366	-6849
10681	13828	3160
8669	8395	8403
19841	-918	7970
25114	-4918	6713
21809	-8847	5716
23142	-11447	3506
21375	-11253	3203
18458	-9291	5716
11614	-7265	8056
11614	-7265	8056
-1029	-5053	7840
-6076	35	1340
-1582	1507	-4206
2782	558	-7066
7146	-4185	-9623
11305	-10211	-9579
8130	-12439	-6589
1582	-11696	-436
2552	-7035	6670
15919	4074	9616
21930	7801	7450
28265	11770	2726
28265	11770	2726
31490	11941	-696
-28007	8839	-696
-24740	5899	-913
-22346	2959	-2343
-21015	676	-3599
-19978	-256	-4379
-20104	404	-9449
-29685	-1573	-12829
12779	-10160	-10403
897	-8543	4200
31947	10571	1990
22814	13670	-2473
15088	14216	1340
-3725	-1424	1470
20734	-3615	-13003
-25182	-3113	-11573
-26836	-11612	-6199
23603	-11042	-10186
27476	-984	-13306
24973	11166	-6763
12929	14220	950
-1817	8577	6843
-2473	2456	8966
-2473	2456	8966
177	-5504	7406
2906	-10956	1860
15567	-14588	-5939
23412	-14473	-6936
21878	-15411	-4293
10110	-14754	733
1954	-10030	-1433
2918	5025	-5723
10683	11573	-5073
21147	10695	-7066
20585	562	-12916
23632	-11984	-11399
23632	-11984	-11399
26164	-14916	-7543
24576	-14402	-3643
-31952	-9733	256
-20478	1757	-8149
24080	3712	-11529
11351	8780	-7586
12992	13753	-2169
32663	12040	-133
-22213	2968	-9189
-27853	-5467	-11876
-31108	-10258	-10966
19592	-15510	-4856
19592	-15510	-4856
14779	-12317	2553
25202	117	7710
31835	10223	2943
13138	13384	4980
1214	5205	9703
4254	-8226	5760
13685	-7846	6540
7184	-8935	6410
-212	-8883	3766
-7132	-2093	2466
-4222	5261	4850
14867	12166	4980
14867	12166	4980
-30286	9939	-7196
-27490	1654	-11963
-24993	-4399	-11616
-23300	-7869	-8713
-19083	-474	-7803
-32586	7067	-9189
13270	11411	-4856
5408	8277	-4769
21963	-7030	-13133
-27232	-8422	-12353
-20278	-165	-7283
-20521	-4308	-7239
-22906	-5890	-11399
-22906	-5890	-11399
-29369	-5020	-12873
26649	-6709	-13176
10639	-6721	-10186
-479	-1740	-5549
-67	1939	-4856
2296	6168	-4986
10645	7621	-7976
24742	6193	-11573
-32114	-2554	-13783
30408	-8371	-13176
18344	-11252	-10749
10127	-10239	-8669
10127	-10239	-8669
16128	-628	-12006
27357	8040	-10489
29999	12598	-2343
25078	11869	3290
31977	8177	3766
-24762	6746	-653
-21555	4416	-6329
-23166	697	-11009
-30509	-1411	-13046
31100	-177	-13393
32247	2865	-12396
30753	7296	-10576
30753	7296	-10576
28957	10493	-7196
31086	11431	-5593
-31579	11130	-5073
-28561	9231	-3513
-31014	3829	2856
27455	236	6323
11732	117	10136
-1727	7283	5760
12520	13195	-2386
20608	10042	-7629
16623	535	-12006
8744	-10267	-8366
8744	-10267	-8366
19478	-14596	-3339
30049	-14481	-6156
9996	-14370	-3729
-2073	-6504	-1909
2668	4985	-6069
2519	11236	776
-1789	6959	-1086
