58	180	-281
60	185	-286
62	175	-280
59	181	-283
64	179	-283
65	176	-284
60	178	-284
67	178	-281
65	176	-281
66	177	-283
60	176	-293
60	173	-284
62	175	-283
60	178	-291
60	164	-289
62	170	-285
57	170	-283
58	173	-289
62	177	-287
67	176	-281
56	171	-289
58	176	-293
66	172	-292
60	169	-291
63	164	-289
64	161	-290
63	151	-296
66	145	-304
72	132	-308
72	119	-305
76	101	-305
80	88	-311
93	71	-300
97	48	-300
105	40	-290
117	31	-292
124	25	-287
121	22	-280
133	22	-271
129	19	-269
129	21	-272
136	21	-269
128	20	-278
125	30	-274
121	34	-290
111	44	-286
107	45	-290
107	45	-292
107	50	-287
107	47	-290
117	34	-290
121	22	-280
129	19	-281
136	7	-265
146	-2	-251
153	-11	-239
169	-13	-211
180	-14	-200
192	-13	-179
200	5	-161
212	28	-166
212	39	-164
226	51	-178
221	64	-178
220	75	-182
222	88	-184
218	102	-184
222	111	-184
220	125	-187
221	128	-181
204	138	-184
210	151	-173
213	147	-158
207	148	-149
210	151	-140
199	150	-127
197	152	-117
192	152	-103
194	157	-94
188	154	-88
184	169	-80
169	177	-83
163	188	-88
163	197	-93
153	197	-91
149	200	-88
145	205	-92
145	210	-92
145	214	-101
145	217	-104
145	217	-111
141	228	-116
138	230	-121
130	234	-131
122	242	-125
121	243	-136
118	248	-145
105	250	-151
99	251	-169
95	251	-185
93	248	-190
81	248	-197
73	250	-211
59	245	-211
56	242	-214
41	243	-218
35	239	-219
26	228	-224
13	229	-220
24	223	-221
21	223	-219
28	219	-233
31	214	-236
31	208	-238
42	208	-236
51	196	-253
57	195	-256
59	186	-275
68	168	-275
76	144	-284
88	135	-293
96	118	-292
94	104	-294
98	90	-299
102	89	-289
109	89	-293
104	87	-291
107	97	-292
97	98	-296
99	103	-291
87	109	-297
80	111	-294
86	119	-293
89	120	-297
83	119	-293
90	110	-293
89	113	-294
97	107	-291
106	107	-298
111	101	-289
122	98	-289
132	89	-286
149	86	-283
161	80	-277
178	80	-255
180	80	-248
197	75	-235
210	76	-217
219	76	-195
222	86	-172
225	97	-158
225	111	-148
221	130	-142
214	148	-142
206	175	-148
186	190	-158
168	210	-169
156	222	-179
132	230	-195
109	228	-209
81	239	-219
51	226	-233
50	229	-232
25	218	-237
8	214	-236
-10	212	-243
-24	198	-241
-37	189	-243
-56	178	-248
-60	157	-245
-62	143	-256
-67	123	-255
-79	117	-253
-86	98	-248
-93	92	-229
-99	80	-221
-101	79	-203
-112	77	-194
-111	85	-176
-117	90	-163
-110	100	-148
-106	94	-149
-103	109	-143
-99	119	-149
-94	125	-160
-94	134	-175
-82	150	-201
-65	153	-219
-50	161	-237
-24	173	-260
3	180	-274
32	179	-285
70	171	-286
104	176	-281
135	177	-268
163	177	-244
175	178	-217
187	185	-200
188	177	-167
181	179	-134
183	172	-88
166	167	-63
156	168	-52
142	175	-43
119	168	-28
107	168	-23
94	163	-16
79	148	-8
81	139	-10
76	121	1
87	104	2
89	86	4
91	68	-4
112	38	-7
113	28	-25
133	6	-40
146	-6	-55
148	-10	-75
160	-13	-83
157	-17	-97
163	-25	-105
161	-19	-106
153	-20	-93
156	-25	-100
155	-26	-113
159	-32	-140
153	-31	-153
149	-34	-160
148	-26	-178
148	-32	-195
141	-21	-212
129	-10	-229
126	0	-244
120	14	-257
111	19	-262
96	34	-273
89	50	-283
83	67	-284
80	81	-290
67	98	-293
63	110	-293
66	127	-285
64	134	-275
60	146	-279
57	154	-280
52	159	-278
49	162	-267
51	169	-267
49	160	-267
44	171	-257
35	173	-255
22	181	-256
32	188	-247
35	196	-238
22	206	-227
21	212	-212
24	212	-209
11	220	-206
6	213	-208
-6	200	-220
-10	189	-233
-21	173	-250
-21	155	-267
-33	130	-269
-28	105	-281
-31	80	-289
-24	51	-286
-16	29	-287
-1	14	-289
13	2	-283
37	-7	-281
52	-6	-283
74	-5	-284
82	-9	-275
101	0	-280
124	4	-275
126	2	-273
149	0	-259
150	3	-245
156	-2	-227
169	-20	-199
171	-21	-169
165	-22	-134
167	-20	-86
165	4	-59
161	5	-61
150	10	-39
130	20	-28
119	38	-19
112	45	-11
99	60	-5
93	67	3
87	77	0
88	89	-1
82	84	0
74	87	-1
73	86	4
83	71	-10
83	69	-5
86	80	-1
86	73	-8
84	72	-2
83	73	-8
84	54	-7
98	45	-9
98	29	-19
107	25	-16
110	9	-40
133	2	-43
132	-3	-49
150	-7	-73
158	-11	-76
169	-2	-95
179	-6	-95
188	-2	-112
196	3	-140
200	5	-161
197	15	-187
199	31	-196
190	38	-220
187	46	-238
180	64	-245
165	72	-266
161	76	-272
141	89	-269
113	92	-284
107	97	-287
87	102	-287
68	115	-297
59	129	-287
42	132	-284
37	146	-279
28	157	-272
29	168	-261
29	181	-251
36	195	-249
42	205	-231
51	210	-221
63	221	-212
74	226	-195
88	233	-181
101	229	-153
109	226	-137
115	228	-109
113	217	-92
107	220	-86
98	222	-67
82	229	-59
62	225	-67
40	235	-77
22	234	-103
-19	235	-130
-43	213	-158
-70	194	-183
-86	162	-195
-95	135	-197
-95	103	-205
-87	79	-199
-87	70	-203
-80	59	-203
-78	54	-208
-76	57	-217
-62	61	-227
-56	62	-241
-43	72	-256
-33	80	-267
-29	100	-275
-10	105	-286
3	114	-286
20	131	-297
42	148	-289
62	152	-299
86	155	-293
104	164	-279
126	165	-266
146	165	-251
164	167	-233
183	165	-223
188	165	-208
195	172	-187
191	167	-169
188	179	-141
183	170	-107
179	159	-76
169	152	-59
158	150	-47
148	153	-34
130	147	-21
121	145	-19
106	142	-13
94	150	-9
84	140	-11
71	138	0
66	134	0
60	130	-8
55	118	-7
51	101	-1
49	87	-1
48	86	-2
49	92	-5
45	90	-7
41	97	-2
43	93	-7
45	84	0
44	80	-3
53	78	-10
52	70	-11
62	70	-7
76	62	-8
84	59	-2
104	53	-10
118	53	-13
135	52	-19
145	62	-27
163	75	-35
183	86	-35
190	86	-59
202	90	-71
213	95	-88
220	97	-112
225	102	-124
229	120	-139
225	136	-158
215	147	-165
213	150	-187
200	155	-205
198	155	-202
187	164	-214
182	178	-231
168	176	-236
156	181	-239
137	190	-244
126	200	-239
109	208	-250
96	211	-249
74	210	-250
68	215	-239
60	228	-236
42	226	-221
33	230	-214
37	244	-205
28	239	-185
25	245	-170
28	246	-154
20	243	-139
14	248	-125
9	245	-115
-3	242	-92
-8	237	-87
-16	220	-88
-31	217	-87
-50	204	-93
-66	202	-105
-75	184	-124
-88	162	-142
-96	150	-167
-96	127	-177
-95	96	-176
-91	86	-187
-86	64	-190
-81	60	-188
-75	59	-191
-68	47	-189
-72	48	-200
