-4576	2819	8779
6012	7675	969
5570	3716	7663
-3355	513	10387
-3355	513	10387
-5802	-5307	5793
-6501	-6712	-2213
-7051	604	-4608
-2365	6026	-5920
-28	8670	-2672
739	9534	1691
4348	7090	5760
7750	6200	3693
8847	5484	-933
5084	4223	-5855
-6361	-3366	-5395
-8646	-5819	-1753
-6335	-7101	4546
-6335	-7101	4546
-2925	-3424	9402
-1673	4435	8976
2450	8843	3430
665	9844	1822
-4251	8174	4448
-8023	4273	5071
-9920	-1596	3496
-6407	-7015	4940
-1125	-6149	7663
3289	-1738	9238
2902	4505	8648
2435	8865	4415
2435	8865	4415
-781	8882	-1753
-3101	6709	-4542
-4219	1938	-6806
-4917	-2777	-6544
-6966	-7019	-2180
-8408	-6090	-80
-9140	-5411	1101
-8409	-4753	-375
-6874	-3300	-4116
3052	-8943	1101
-5102	-5894	7040
-4816	-8268	-1359
2038	-8805	-3098
2038	-8805	-3098
5340	-3967	-6544
85	8220	-3919
2268	9761	1527
3994	5326	7565
-2903	433	10255
-6149	-7866	1166
-68	-8852	-3492
4358	-3362	-6938
3675	3004	-7200
1830	6809	-5231
-1042	8779	-2934
-1600	8810	-1523
-1600	8810	-1523
-529	9439	-867
1774	9387	-1491
3567	8274	-3197
3845	3119	-7200
361	-2994	-7659
-3786	-4806	-6281
-8001	-6437	-1917
-9380	-4236	2151
-7732	4553	3857
-4358	8918	3365
-623	9787	2708
-1283	9578	3693
-8047	5855	3726
-8047	5855	3726
-9376	1875	4283
-9132	-2594	5235
-7364	-4335	6383
-6762	-2310	7696
-4329	3154	8319
-1067	5911	7991
415	7881	6810
-2859	8866	2741
-5483	5290	-4477
-4351	-5483	-5658
-9156	-4910	-539
-8615	59	5465
-8615	59	5465
-10085	69	4218
-8948	-713	5268
-9385	-1897	5498
-7888	-1404	7007
-6405	-1341	8090
-6092	-2955	8024
-6273	-6996	4087
-5281	-8215	-703
-2051	-7530	-4477
-420	-4713	-7299
-892	335	-8119
-223	5986	-6019
-223	5986	-6019
1880	7824	-4477
4312	8489	-408
2727	5108	8123
-2153	3838	9730
-8809	-1632	5333
-7229	-6290	3037
-5097	-7853	-1720
-3320	-6280	-5231
-2359	1999	-7495
-976	7670	-4509
1693	9973	-1031
1833	8407	4546
-3589	5946	7860
-3589	5946	7860
-9397	-4183	-670
-3088	-9563	-933
4285	-6703	-5264
2887	4325	-6478
295	9732	247
-3340	2897	8844
-460	3874	9632
285	6788	7729
1752	8948	4710
813	9529	-277
-1481	6961	-5297
1385	3884	-7299
1385	3884	-7299
4485	-569	-7364
3682	-4311	-6478
-939	-8822	-3853
-5565	-6468	-3328
-8617	-1043	-2738
-7924	4572	-2213
-3993	7572	-3722
-1689	7878	-3755
-4831	8200	-1327
-8225	5513	412
-10204	2831	2380
-9851	-691	4480
-8423	-1544	5858
-8423	-1544	5858
-8573	2192	4710
-7856	5543	3496
-4828	7817	3922
-4757	7716	-670
-3912	1890	-7233
17	-4645	-7659
-1342	-6710	-5559
-6532	-3434	-4969
-8649	-2655	-2738
-7181	-5123	-3230
-6836	-5924	-3033
-7461	-4885	-2902
-7461	-4885	-2902
-7758	-5470	-1589
-3828	-9454	543
184	-9715	-834
3395	-7981	-4017
5152	-4995	-6150
5639	-1284	-6708
4668	4263	-5822
2745	7129	-4673
-247	8609	-3689
-2085	7759	-3919
-2658	385	-7561
-3790	-3509	-6642
-3790	-3509	-6642
-4828	-7597	-4017
-3212	-9421	-1458
-635	-9915	543
3913	-7161	-5166
2448	-3370	-7299
1936	1146	-7889
1522	5918	-5625
927	8986	-2245
-2690	9239	510
-6505	7078	-14
-8887	3917	-605
-9803	-1082	-1031
-6492	-7168	-1983
-6492	-7168	-1983
-1713	-8985	-2573
3215	-9324	-2278
6457	-6501	-3066
6237	-2691	-6117
1988	950	-8053
2067	-2617	-7988
1826	-5540	-6511
-1946	-6410	-5888
-6486	-3397	-5067
-6025	3198	-5363
-3836	6000	-5363
-2731	7217	-4148
-2731	7217	-4148
-3934	7239	-3164
-6682	5398	-3066
-9210	2374	-966
-9431	-577	-769
-8971	-1342	-2377
-8030	-792	-3558
-9205	4247	412
-6740	6873	2872
-5096	8205	641
-1721	5363	-6380
4322	-158	-7856
4696	-6153	-4673
-1707	-6063	-5855
-1707	-6063	-5855
-6088	-3060	-5428
-9209	179	-3000
-9933	1123	-244
-10097	511	-145
-9234	-2106	-2213
-6612	-6810	-3164
-1649	-10211	-703
5294	-8832	904
7650	-6637	-2278
6899	-3591	-5133
7728	-189	-5789
7785	2335	-4444
7785	2335	-4444
4969	6730	-3591
162	7593	-4509
-1671	3430	-7003
-3719	-2258	-7364
-4460	-6644	-4313
-1012	-9877	510
4034	-8830	2741
7932	-5782	3430
10301	-3063	1396
9787	2331	-2902
5750	6580	-3427
2044	9347	182
2044	9347	182
2758	7956	5005
9113	207	5235
-3530	-4033	-6019
-8757	-3687	-2541
-5768	-8848	182
-3565	-7595	6482
-6438	-4693	-2902
5866	-7196	-3230
5287	-3458	-6084
-1068	1970	-7069
-3007	6823	-4608
-80	7741	-4739
2191	8490	-3853
2191	8490	-3853
1617	7909	-4116
1306	5316	-6774
4470	1231	-7528
5568	-8259	772
1752	-10365	2741
-3815	-10045	1593
-8605	-5005	2118
-9000	163	-1983
-3474	7275	-5002
1391	8981	-2475
4244	8928	313
3586	8153	5235
3586	8153	5235
831	6866	7794
-9195	1882	2840
-8116	-4032	-2508
-3112	-9446	-834
1725	-9663	3233
8958	-5613	-1097
6873	1699	-5461
2105	8282	-2836
805	9549	2380
-1659	7798	6515
-9295	-156	-834
-6645	-8145	-1031
-647	-9445	2676
-647	-9445	2676
7266	-7558	1199
10158	-1041	-2639
4961	7323	-2836
2568	9493	-145
1663	9619	2085
3337	8789	2741
6458	7254	2741
9816	2095	2085
10146	-2794	1396
3720	-9500	215
-2345	-8830	-2475
-8685	-5083	3791
-8685	-5083	3791
-8700	1094	5399
-6503	6816	2019
-1656	9361	-2672
4167	8422	-3459
5368	3225	-5855
-901	-187	-7430
-6339	-3260	-5789
-7548	-6252	-2213
-8773	-5038	608
-9006	3212	510
-4763	7494	-2016
2325	7928	-4969
2325	7928	-4969
7447	5053	-3066
9276	1962	1265
7044	2086	6876
1309	3376	9665
-5704	4124	7040
-9064	1131	-1622
-8523	-6135	-408
-4686	-8714	2741
1100	-9923	1921
5626	-8158	-1622
6046	-4028	-5822
3452	5141	-6019
5183	8181	-2213
5183	8181	-2213
5673	7455	3168
1141	5572	8287
-7507	-508	7598
-7330	-7241	3430
1751	-8890	3496
9430	-5538	-1163
8729	2494	-2442
3343	8560	2774
-337	8838	4973
-563	7948	6383
969	6704	7401
5355	5076	6679
5355	5076	6679
10874	-1457	1101
3770	-9167	-2114
-2673	-9028	-2770
-6978	-7702	1658
-9180	-3391	3922
-7425	5271	5071
-3377	9106	1429
1586	9695	-1458
5585	7399	-2836
5298	1741	-7036
19	-2417	-7627
-4319	-5519	-5559
-6346	-7738	-1720
-6346	-7738	-1720
-9045	-5033	838
-8471	4384	3168
-3226	8741	-1163
4163	7441	-4411
8842	3713	608
7834	-841	6416
676	-2483	10255
-1476	-2298	9960
-6654	-2926	7598
-9101	-3274	510
-8812	-5084	280
-8109	-6513	3365
-8109	-6513	3365
-3557	-8372	4349
909	-10283	1265
3504	-8949	-2672
5635	-3370	-5559
7215	1656	-5658
7304	5933	-3197
5824	7542	1888
795	7573	6777
-9256	2753	2315
-9721	-5320	18
-1161	-8843	3890
5118	-6955	-4509
6815	-198	-6216
6815	-198	-6216
6230	7288	805
3838	8832	2938
4954	7184	4808
7608	5520	4185
9538	-764	-2278
3094	-7942	-3984
-1710	-8233	-3295
-5956	-7387	-1491
-9082	-2278	-1327
-6199	6221	-2311
-1338	8276	-3131
3551	7753	-4214
3551	7753	-4214
3992	4823	-6511
201	1069	-7889
-5072	-4646	-5986
-6205	-6347	-3066
-6868	-4330	-3853
-7921	1085	-3689
-667	8155	-5133
7375	2503	-3788
8760	-2102	4907
4734	-8255	4448
1353	-9587	3233
4980	-8185	4119
6857	-6627	3397
6857	-6627	3397
7504	-5995	4218
6463	-4372	6416
4991	-4572	7827
1750	-6861	8451
-3260	-5667	8615
-7535	-881	6318
-9061	-1637	-1819
30	-9318	-1983
-3128	-5194	9205
-4622	332	9173
-2041	1612	9763
6195	1071	7860
6195	1071	7860
10897	-62	-47
8124	243	-5330
4415	-799	-7331
3804	-4054	-7003
3925	-7658	-3328
200	-9261	5826
-4030	-6021	8254
-5432	-865	8779
-4560	1552	8779
-1221	5157	8615
2813	5187	8221
4244	4680	7860
3310	5898	7401
3310	5898	7401
1951	6853	7204
-1981	7414	6515
-7153	4648	6416
-7679	-2406	6810
-2150	-6744	6810
4697	-7050	5104
9485	-2504	4119
9948	1721	2512
9822	2529	871
10356	1142	-1097
7004	-1798	-5658
517	-4243	-6839
517	-4243	-6839
-1417	-7025	-5953
-1934	-7045	-5100
-3726	-5408	-5723
-6506	-568	-5559
278	1825	-8447
5569	2050	-6938
7246	2423	-5691
8412	225	-4411
9555	-2955	1068
8911	-1878	4644
6415	947	7466
3184	4134	9238
3184	4134	9238
-3817	6211	7663
-8783	3443	543
-9914	-1705	313
-8962	-6508	1855
-3337	-8854	3365
1564	-9476	3004
8225	-5836	-2508
7682	669	-5133
6953	5315	-3361
5800	7696	182
-250	9313	3857
-6011	7498	3365
-9728	1020	313
-9728	1020	313
-8724	-5809	444
-875	-9403	2840
3967	-5488	-5888
7665	-1406	-5297
8656	3022	-2869
7722	5449	-2508
6535	6829	-2573
6793	7158	-1589
7689	6879	-342
9112	4825	543
10225	-935	-1327
3858	-7892	-3492
3858	-7892	-3492
-4971	-7381	-2934
-9053	-2893	-1327
-8851	1644	-966
-6159	6486	-2475
1240	7541	-5133
4409	4875	-5888
3820	2123	-7102
-361	-818	-8217
-3946	-3552	-6872
-5659	-6231	-4739
-7752	-4059	-3755
-8644	1308	-2278
-5440	5016	-4706
-5440	5016	-4706
1787	4844	-7299
8733	1861	-3295
9300	-1406	1658
5524	-6132	6679
-374	-8365	6383
-2164	-8382	5629
-894	-6952	7794
-370	-3497	9566
-1171	5544	8779
496	8862	-2639
1324	-3489	-7495
-1926	-3407	-7266
-1926	-3407	-7266
-6495	-6499	-3000
-3914	-8205	-2016
1081	-9074	-3098
6595	-5420	-4509
8863	-76	-4148
6908	4919	-3886
1131	8794	-2278
-4080	8361	740
-7718	222	-4542
-4649	-7891	-3427
-818	-10057	1068
6010	-8906	1002
6942	1931	-5363
6942	1931	-5363
966	8764	-1884
-3604	9287	2676
-4421	7572	4973
-3326	6618	7007
2001	6661	7204
7643	6013	3922
9880	2944	-1228
7414	-2896	-4969
1322	-8196	-3328
-2816	-9568	-1163
-7412	-5647	-900
-6842	-1557	-5166
-6842	-1557	-5166
-4134	4026	-6084
641	8330	-4148
3658	8253	-4181
3090	5875	-5822
845	2416	-7758
-1853	-2425	-7988
-4856	-6672	-3853
-7149	-5870	-2311
-7099	-2458	-4247
-7701	2297	-4411
-4190	7221	-3984
7624	1988	-4509
7512	-4440	5104
7512	-4440	5104
-156	-3521	10223
1619	-5687	7729
2961	-6803	7598
2003	-5596	8385
984	-4540	9238
-318	-1951	10026
-1043	1389	10091
1474	7985	6285
4097	9500	149
4954	5223	-5789
1586	-3260	-7528
-2915	-9233	-1622
-2915	-9233	-1622
2398	-9878	444
4750	-8783	-375
8603	-4805	-2770
8941	235	-3952
5292	7204	-3000
545	9529	-277
-3767	8933	543
-7844	4346	-2016
-5236	-7699	-3427
-1869	-9719	2446
5583	-8087	3332
8306	-3308	-4477
8306	-3308	-4477
3603	6130	-4673
-1318	9747	2676
-4695	6916	6580
-6457	1838	7827
-4445	2712	9173
-3909	4270	8451
-2228	7079	7007
-1818	8469	5629
-1538	9558	2807
-1349	9322	-933
105	6404	-6183
6520	-169	-6642
6520	-169	-6642
7254	-5108	-2573
6832	-7060	-572
3183	-9500	215
-3213	-8710	-2278
-5860	-3324	-5231
-5154	2806	-5723
-1228	6800	-5658
3368	7114	-5330
5263	2944	-6445
225	-651	-7594
-5991	-1881	-5953
-8280	-4154	-2836
-9043	-4906	-375
-9043	-4906	-375
-4834	-3007	-6511
-957	-972	-8217
-1119	3813	-7036
-998	7380	-5461
5885	746	-6872
6999	-6666	1626
2837	-9710	2872
2166	-8953	-2836
5597	-7905	-2344
3564	-8704	-1983
2889	-9167	-2114
2465	-8897	-2048
2465	-8897	-2048
2955	-9327	-670
2252	-9972	1429
-549	-9642	4185
90	-8373	6023
2688	-6934	6876
7326	-6098	4776
9342	-4574	2512
10568	-877	1297
10238	2224	969
9104	5638	838
5690	8536	-14
-4099	6850	-3361
-7434	1765	-4181
-7434	1765	-4181
-8093	-2149	-4148
-7073	-6402	-2081
3834	-8264	-2934
7760	-5608	-2606
9479	-872	-1950
9170	3138	-2836
5782	6543	-3394
-1738	8161	-3098
-7015	5703	-1425
-8877	-741	-3000
-5114	-7571	-2836
-5114	-7571	-2836
3809	-9602	805
8194	-4869	-3919
6797	2812	-5428
1409	8872	-2213
-4071	8809	3627
-2867	3818	8844
4208	1514	8812
11066	-2352	576
1899	-8025	-4280
136	-6070	-6150
-7259	-6135	-408
-8179	-6263	740
-8475	41	-2278
-8475	41	-2278
-5628	3049	-5166
-1928	6142	-5888
3071	7911	-4017
4713	6621	-5067
3422	4328	-6347
194	1300	-7856
-1527	-6406	-5723
-3389	-8199	-3459
-4076	-6377	-4411
-6213	161	-5559
-2840	6536	-5428
7615	3650	-4017
7615	3650	-4017
9201	-2001	2544
4113	-9090	4841
965	-9626	3168
1967	-8823	4776
4311	-7533	5826
4831	-6755	6318
3923	-6319	6908
1611	-4467	9074
1117	2040	10026
1995	8135	6154
2638	8730	-3427
2815	1996	-7627
-2269	-2249	-6938
-2269	-2249	-6938
-9889	-2811	-1097
-5072	-7973	-1917
-42	-9101	-2606
5653	-7525	-2508
8469	-4206	-3459
5355	4626	-5002
1047	9164	-1163
-1410	9549	4119
-6794	6314	3660
-7224	-4628	-3427
-3404	-9633	1133
3397	-8665	3233
3397	-8665	3233
7591	-4571	-4313
7440	1977	-5034
4239	8207	-2770
317	9480	-769
-1440	10062	1265
-399	10237	2249
2017	9965	2118
8492	6659	149
7047	-1713	-5264
-1202	-6515	-5461
-3317	-7750	-3984
-7575	-4351	-3066
-7575	-4351	-3066
-6488	392	-5527
-3928	3250	-6478
-1458	5906	-6150
775	6875	-5723
1506	5396	-6642
132	3425	-7233
-1613	417	-7889
-2455	-3104	-7430
-3410	-5154	-6413
-3420	-4384	-6281
-5729	-1339	-5723
-5766	2537	-5723
1140	2783	-8513
1140	2783	-8513
8362	-956	-2278
7671	1043	6580
4817	5170	7466
-3440	7372	6351
-8249	4525	2577
-8668	-4102	-2213
-4800	-9037	280
-870	-9539	3627
4596	-7871	4448
9274	-5129	-47
5521	5059	-4509
3342	9216	-539
3342	9216	-539
1647	9421	3529
-2665	7673	6088
-7920	3755	5957
-7806	-5438	3365
-2689	-9615	1954
5502	-8625	1593
8892	-4910	-539
9833	3942	510
7949	6309	-47
6767	7637	-769
7148	6654	-1819
8166	5066	-2475
9586	1008	-1950
9586	1008	-1950
8548	-4515	-1786
1532	-8443	-4116
-8053	-4906	-2114
-9962	-79	2676
-6288	7050	477
-1861	7629	-4608
3038	5084	-6872
5672	1220	-6281
4511	-2246	-6839
-4376	-3226	-6019
-8179	-3029	-4017
-6409	-3086	-4870
-6409	-3086	-4870
-2589	-2948	-7331
-1948	1121	-7266
-2697	4938	-6511
6	4419	-7430
5464	1234	-7364
8556	-1900	-3295
8973	-3838	1068
8124	-5562	2971
7283	-6496	4119
4089	-8033	5793
-1410	-4245	10452
-7625	-1266	-4148
-7625	-1266	-4148
-546	-7812	-5067
-5057	-9450	707
-5664	-8105	4251
3700	-5750	6613
10815	-3270	-1031
6910	3755	-4477
4310	8399	-1031
1696	9895	2380
-6738	6013	444
-8680	-1505	-2803
-6205	-8430	-14
2026	-9258	2446
5363	-6571	-4509
5363	-6571	-4509
8669	1936	-3394
8623	5881	-342
4885	8851	313
1988	9114	3562
2814	7185	6580
8662	-1897	5498
4479	-9140	-867
-2313	-8690	-3131
-8180	-5507	247
-9240	1302	904
-6002	5274	-3459
-505	7027	-5789
-505	7027	-5789
4563	6883	-5363
6404	5010	-5002
3281	698	-7299
-1185	-2486	-7266
-2351	-6784	-5461
-2029	-8087	-3623
-2090	-7261	-4477
-5872	700	-5461
-4549	6164	-4903
1603	6354	-6741
8312	3824	-3098
9248	-2189	2708
7071	-6651	4054
7071	-6651	4054
3227	-8725	5760
-1731	-7855	6908
-970	-7046	7040
-7873	-4199	3857
-7494	-2441	-3492
-5900	-1452	-5625
-6324	689	-5986
-8320	2711	-3066
-10333	-2999	805
-5898	-8063	2708
-1962	-9834	2446
4048	-9034	444
4048	-9034	444
7614	-6594	-2081
8940	771	-4017
6863	6006	-1622
3231	9357	2380
-4049	8869	2872
-9087	-1608	-2245
-6017	-8646	608
3212	-9209	2938
6467	-5050	-5166
6509	2298	-6150
5474	7218	-2377
3083	9294	-473
1295	9957	1724
1295	9957	1724
-329	9316	3988
-378	8179	6416
2873	2980	9107
9123	-2746	5301
2964	-7791	-4116
-6227	-5034	-4444
-7566	-6522	2938
-7681	-4771	5727
-9086	-164	2282
-5192	4235	-5330
1648	4648	-7495
6137	6575	-3656
6137	6575	-3656
7874	4871	-2606
6626	1539	-5723
2341	-1419	-7627
-258	-5657	-6577
-4345	-7574	-3000
-8087	-4064	-2245
-8027	2371	-2803
-778	4482	-8053
6294	5095	-4608
9076	3983	2380
9147	3060	4054
6386	3119	6712
-473	2022	10944
-473	2022	10944
-8148	-428	-2738
-5180	-7006	-3328
-4920	-8238	-1753
-6834	-7293	1068
-6329	-7422	3922
2071	-9895	1429
3295	-7910	-4313
3386	-3792	-7299
5815	-17	-6708
8099	3624	-3459
5570	8184	-309
1470	9299	-244
1470	9299	-244
-5020	8022	-703
-9050	2318	-1753
-8509	-5354	-1523
2210	-9663	-211
5994	-4634	-5461
8295	3535	-2245
2468	9076	83
-222	9899	2577
2948	9406	-605
4633	5999	-5428
3131	1494	-7758
4989	-1066	-7266
4343	-7432	-3492
4343	-7432	-3492
-1154	-8170	-3886
-4049	-5431	-5034
-4630	-215	-6970
-1367	3922	-7331
5054	4525	-6117
7304	2044	-5461
5576	-1700	-6413
1023	-5010	-6806
-4034	-6429	-5034
-4266	-5717	-5789
-3509	-3436	-6839
-5341	1151	-5920
-5341	1151	-5920
-4517	5324	-4673
2524	5190	-7266
7270	1549	-5297
9564	-2037	-834
7377	-5000	4087
4630	-8851	3529
-2317	-8907	-2508
-2649	-7193	-4838
-1427	-8256	-4313
-350	-7506	-5100
-210	-6113	-6347
-2342	-6483	-5723
-2342	-6483	-5723
-2549	-7042	-4969
-2001	-8432	-3591
-1412	-9198	-1786
-470	-10098	2676
1901	-8387	5399
3713	-6432	7040
6999	-4998	5891
9721	-1978	3594
10039	3303	1133
8211	6540	-14
3684	8869	1133
-3031	8838	1462
-6984	5446	-900
-6984	5446	-900
-8663	-3308	-2738
-6495	-7072	-1097
-2401	-9283	1330
3660	-9201	1560
8946	-4887	-1228
8904	417	-2639
7695	4944	-2770
4559	8602	-539
9	9850	2118
-7943	5023	4283
-9247	-2244	3726
-5356	-8430	1724
-5356	-8430	1724
2473	-7803	5760
9562	-3979	3365
8208	6055	608
3043	9480	1002
-591	9749	2741
-1743	8914	4907
612	7118	7040
7150	625	6777
8527	-6032	2512
-748	-8018	-3984
-8081	-4387	-2934
-4449	-7104	6154
-3234	-6728	7532
-3234	-6728	7532
-4990	1204	8680
-7323	5668	444
-2073	7162	-4903
5671	6446	-4313
8406	2868	-2902
8577	-502	-4313
2661	-3392	-6577
